Sequence ID	Score
BG4_G4Seq_HaCaT_GSE76688_peak8534	0.94661814
BG4_G4Seq_HaCaT_GSE76688_peak8535	0.06202629
BG4_G4Seq_HaCaT_GSE76688_peak8536	0.024453597
BG4_G4Seq_HaCaT_GSE76688_peak8537	0.6086463
BG4_G4Seq_HaCaT_GSE76688_peak8538	0.61065567
BG4_G4Seq_HaCaT_GSE76688_peak8539	0.99048764
BG4_G4Seq_HaCaT_GSE76688_peak8540	0.55716264
BG4_G4Seq_HaCaT_GSE76688_peak8541	0.99463177
BG4_G4Seq_HaCaT_GSE76688_peak8542	0.8692711
BG4_G4Seq_HaCaT_GSE76688_peak8543	0.538811
BG4_G4Seq_HaCaT_GSE76688_peak8544	0.030578714
BG4_G4Seq_HaCaT_GSE76688_peak8545	0.022919796
BG4_G4Seq_HaCaT_GSE76688_peak8546	0.23454809
BG4_G4Seq_HaCaT_GSE76688_peak8547	0.87406445
BG4_G4Seq_HaCaT_GSE76688_peak8548	0.936458
BG4_G4Seq_HaCaT_GSE76688_peak8549	0.13949125
BG4_G4Seq_HaCaT_GSE76688_peak8550	0.44189996
BG4_G4Seq_HaCaT_GSE76688_peak8551	0.982104
BG4_G4Seq_HaCaT_GSE76688_peak8552	0.9813378
BG4_G4Seq_HaCaT_GSE76688_peak8553	0.048853267
BG4_G4Seq_HaCaT_GSE76688_peak8554	0.59032714
BG4_G4Seq_HaCaT_GSE76688_peak8555	0.7174768
BG4_G4Seq_HaCaT_GSE76688_peak8556	0.23014267
BG4_G4Seq_HaCaT_GSE76688_peak8557	0.95867765
BG4_G4Seq_HaCaT_GSE76688_peak8558	0.71978927
BG4_G4Seq_HaCaT_GSE76688_peak8559	0.87041193
BG4_G4Seq_HaCaT_GSE76688_peak8560	0.98659295
BG4_G4Seq_HaCaT_GSE76688_peak8561	0.9793147
BG4_G4Seq_HaCaT_GSE76688_peak8562	0.6342898
BG4_G4Seq_HaCaT_GSE76688_peak8563	0.9311207
BG4_G4Seq_HaCaT_GSE76688_peak8564	0.9501518
BG4_G4Seq_HaCaT_GSE76688_peak8565	0.8635208
BG4_G4Seq_HaCaT_GSE76688_peak8566	0.7579697
BG4_G4Seq_HaCaT_GSE76688_peak8567	0.77662665
BG4_G4Seq_HaCaT_GSE76688_peak8568	0.9858956
BG4_G4Seq_HaCaT_GSE76688_peak8569	0.61787003
BG4_G4Seq_HaCaT_GSE76688_peak8570	0.03430013
BG4_G4Seq_HaCaT_GSE76688_peak8571	0.032994278
BG4_G4Seq_HaCaT_GSE76688_peak8572	0.89048827
BG4_G4Seq_HaCaT_GSE76688_peak8573	0.26669866
BG4_G4Seq_HaCaT_GSE76688_peak8574	0.26740643
BG4_G4Seq_HaCaT_GSE76688_peak8575	0.8260894
BG4_G4Seq_HaCaT_GSE76688_peak8576	0.73772424
BG4_G4Seq_HaCaT_GSE76688_peak8577	0.0066348747
BG4_G4Seq_HaCaT_GSE76688_peak8578	0.39196816
BG4_G4Seq_HaCaT_GSE76688_peak8579	0.037924
BG4_G4Seq_HaCaT_GSE76688_peak8580	0.7394082
BG4_G4Seq_HaCaT_GSE76688_peak8581	0.94500965
BG4_G4Seq_HaCaT_GSE76688_peak8582	0.600409
BG4_G4Seq_HaCaT_GSE76688_peak8583	0.41922024
BG4_G4Seq_HaCaT_GSE76688_peak8584	0.10881254
BG4_G4Seq_HaCaT_GSE76688_peak8585	0.1736181
BG4_G4Seq_HaCaT_GSE76688_peak8586	0.91396475
BG4_G4Seq_HaCaT_GSE76688_peak8587	0.21579312
BG4_G4Seq_HaCaT_GSE76688_peak8588	0.56841296
BG4_G4Seq_HaCaT_GSE76688_peak8589	0.005436675
BG4_G4Seq_HaCaT_GSE76688_peak8590	0.07727033
BG4_G4Seq_HaCaT_GSE76688_peak8591	0.16548395
BG4_G4Seq_HaCaT_GSE76688_peak8592	0.24688339
BG4_G4Seq_HaCaT_GSE76688_peak8593	0.12624191
BG4_G4Seq_HaCaT_GSE76688_peak8594	0.028464625
BG4_G4Seq_HaCaT_GSE76688_peak8595	0.4532498
BG4_G4Seq_HaCaT_GSE76688_peak8596	0.08564272
BG4_G4Seq_HaCaT_GSE76688_peak8597	0.046703387
BG4_G4Seq_HaCaT_GSE76688_peak8598	0.7505549
BG4_G4Seq_HaCaT_GSE76688_peak8599	0.9737081
BG4_G4Seq_HaCaT_GSE76688_peak8600	0.5489023
BG4_G4Seq_HaCaT_GSE76688_peak8601	0.19096978
BG4_G4Seq_HaCaT_GSE76688_peak8602	0.1707671
BG4_G4Seq_HaCaT_GSE76688_peak8603	0.682555
BG4_G4Seq_HaCaT_GSE76688_peak8604	0.13414699
BG4_G4Seq_HaCaT_GSE76688_peak8605	0.7338473
BG4_G4Seq_HaCaT_GSE76688_peak8606	0.7800403
BG4_G4Seq_HaCaT_GSE76688_peak8607	0.8338568
BG4_G4Seq_HaCaT_GSE76688_peak8608	0.50058883
BG4_G4Seq_HaCaT_GSE76688_peak8609	0.8595433
BG4_G4Seq_HaCaT_GSE76688_peak8610	0.18793017
BG4_G4Seq_HaCaT_GSE76688_peak8611	0.0143343145
BG4_G4Seq_HaCaT_GSE76688_peak8612	0.85793275
BG4_G4Seq_HaCaT_GSE76688_peak8613	0.9991085
BG4_G4Seq_HaCaT_GSE76688_peak8614	0.8003482
BG4_G4Seq_HaCaT_GSE76688_peak8615	0.7025561
BG4_G4Seq_HaCaT_GSE76688_peak8616	0.9024619
BG4_G4Seq_HaCaT_GSE76688_peak8617	0.6335382
BG4_G4Seq_HaCaT_GSE76688_peak8618	0.84000343
BG4_G4Seq_HaCaT_GSE76688_peak8619	0.21672602
BG4_G4Seq_HaCaT_GSE76688_peak8620	0.9785452
BG4_G4Seq_HaCaT_GSE76688_peak8621	0.9485284
BG4_G4Seq_HaCaT_GSE76688_peak8622	0.047703683
BG4_G4Seq_HaCaT_GSE76688_peak8623	0.035464436
BG4_G4Seq_HaCaT_GSE76688_peak8624	0.095038705
BG4_G4Seq_HaCaT_GSE76688_peak8625	0.08317005
BG4_G4Seq_HaCaT_GSE76688_peak8626	0.037572987
BG4_G4Seq_HaCaT_GSE76688_peak8627	0.98393524
BG4_G4Seq_HaCaT_GSE76688_peak8628	0.8169227
BG4_G4Seq_HaCaT_GSE76688_peak8629	0.20772842
BG4_G4Seq_HaCaT_GSE76688_peak8630	0.035349794
BG4_G4Seq_HaCaT_GSE76688_peak8631	0.15467106
BG4_G4Seq_HaCaT_GSE76688_peak8632	0.05008213
BG4_G4Seq_HaCaT_GSE76688_peak8633	0.07617884
BG4_G4Seq_HaCaT_GSE76688_peak8634	0.049248364
BG4_G4Seq_HaCaT_GSE76688_peak8635	0.09959394
BG4_G4Seq_HaCaT_GSE76688_peak8636	0.07495189
BG4_G4Seq_HaCaT_GSE76688_peak8637	0.005370265
BG4_G4Seq_HaCaT_GSE76688_peak8638	0.39607707
BG4_G4Seq_HaCaT_GSE76688_peak8639	0.9325893
BG4_G4Seq_HaCaT_GSE76688_peak8640	0.0019033698
BG4_G4Seq_HaCaT_GSE76688_peak8641	0.12019523
BG4_G4Seq_HaCaT_GSE76688_peak8642	0.052317627
BG4_G4Seq_HaCaT_GSE76688_peak8643	0.83982825
BG4_G4Seq_HaCaT_GSE76688_peak8644	0.9717702
BG4_G4Seq_HaCaT_GSE76688_peak8645	0.85013366
BG4_G4Seq_HaCaT_GSE76688_peak8646	0.10732065
BG4_G4Seq_HaCaT_GSE76688_peak8647	0.7031247
BG4_G4Seq_HaCaT_GSE76688_peak8648	0.83396524
BG4_G4Seq_HaCaT_GSE76688_peak8649	0.90628946
BG4_G4Seq_HaCaT_GSE76688_peak8650	0.81695956
BG4_G4Seq_HaCaT_GSE76688_peak8651	0.033411253
BG4_G4Seq_HaCaT_GSE76688_peak8652	0.04866309
BG4_G4Seq_HaCaT_GSE76688_peak8653	0.97524273
BG4_G4Seq_HaCaT_GSE76688_peak8654	0.9357776
BG4_G4Seq_HaCaT_GSE76688_peak8655	0.82616764
BG4_G4Seq_HaCaT_GSE76688_peak8656	0.7545673
BG4_G4Seq_HaCaT_GSE76688_peak8657	0.47968954
BG4_G4Seq_HaCaT_GSE76688_peak8658	0.67594844
BG4_G4Seq_HaCaT_GSE76688_peak8659	0.9276423
BG4_G4Seq_HaCaT_GSE76688_peak8660	0.6172065
BG4_G4Seq_HaCaT_GSE76688_peak8661	0.87632906
BG4_G4Seq_HaCaT_GSE76688_peak8662	0.91115
BG4_G4Seq_HaCaT_GSE76688_peak8663	0.99281305
BG4_G4Seq_HaCaT_GSE76688_peak8664	0.075955816
BG4_G4Seq_HaCaT_GSE76688_peak8665	0.35301757
BG4_G4Seq_HaCaT_GSE76688_peak8666	0.23287714
BG4_G4Seq_HaCaT_GSE76688_peak8667	0.9316742
BG4_G4Seq_HaCaT_GSE76688_peak8668	0.0660239
BG4_G4Seq_HaCaT_GSE76688_peak8669	0.14019567
BG4_G4Seq_HaCaT_GSE76688_peak8670	0.12833484
BG4_G4Seq_HaCaT_GSE76688_peak8671	0.28445825
BG4_G4Seq_HaCaT_GSE76688_peak8672	0.64330703
BG4_G4Seq_HaCaT_GSE76688_peak8673	0.9811669
BG4_G4Seq_HaCaT_GSE76688_peak8674	0.02380851
BG4_G4Seq_HaCaT_GSE76688_peak8675	0.108464755
BG4_G4Seq_HaCaT_GSE76688_peak8676	0.8206746
BG4_G4Seq_HaCaT_GSE76688_peak8677	0.5134712
BG4_G4Seq_HaCaT_GSE76688_peak8678	0.5748873
BG4_G4Seq_HaCaT_GSE76688_peak8679	0.92519134
BG4_G4Seq_HaCaT_GSE76688_peak8680	0.73032665
BG4_G4Seq_HaCaT_GSE76688_peak8681	0.9099363
BG4_G4Seq_HaCaT_GSE76688_peak8682	0.9514816
BG4_G4Seq_HaCaT_GSE76688_peak8683	0.08322099
BG4_G4Seq_HaCaT_GSE76688_peak8684	0.22834831
BG4_G4Seq_HaCaT_GSE76688_peak8685	0.30320394
BG4_G4Seq_HaCaT_GSE76688_peak8686	0.6318951
BG4_G4Seq_HaCaT_GSE76688_peak8687	0.3291461
BG4_G4Seq_HaCaT_GSE76688_peak8688	0.2284326
BG4_G4Seq_HaCaT_GSE76688_peak8689	0.12342066
BG4_G4Seq_HaCaT_GSE76688_peak8690	0.03413582
BG4_G4Seq_HaCaT_GSE76688_peak8691	0.0034331651
BG4_G4Seq_HaCaT_GSE76688_peak8692	0.9580479
BG4_G4Seq_HaCaT_GSE76688_peak8693	0.10687625
BG4_G4Seq_HaCaT_GSE76688_peak8694	0.07117399
BG4_G4Seq_HaCaT_GSE76688_peak8695	0.7660084
BG4_G4Seq_HaCaT_GSE76688_peak8696	0.91469276
BG4_G4Seq_HaCaT_GSE76688_peak8697	0.5018281
BG4_G4Seq_HaCaT_GSE76688_peak8698	0.42269555
BG4_G4Seq_HaCaT_GSE76688_peak8699	0.6007619
BG4_G4Seq_HaCaT_GSE76688_peak8700	0.62388164
BG4_G4Seq_HaCaT_GSE76688_peak8701	0.3010965
BG4_G4Seq_HaCaT_GSE76688_peak8702	0.9373265
BG4_G4Seq_HaCaT_GSE76688_peak8703	0.77986777
BG4_G4Seq_HaCaT_GSE76688_peak8704	0.7608443
BG4_G4Seq_HaCaT_GSE76688_peak8705	0.7532395
BG4_G4Seq_HaCaT_GSE76688_peak8706	0.5438311
BG4_G4Seq_HaCaT_GSE76688_peak8707	0.78408515
BG4_G4Seq_HaCaT_GSE76688_peak8708	0.6512205
BG4_G4Seq_HaCaT_GSE76688_peak8709	0.3902407
BG4_G4Seq_HaCaT_GSE76688_peak8710	0.74880093
BG4_G4Seq_HaCaT_GSE76688_peak8711	0.34532878
BG4_G4Seq_HaCaT_GSE76688_peak8712	0.19652107
BG4_G4Seq_HaCaT_GSE76688_peak8713	0.76633584
BG4_G4Seq_HaCaT_GSE76688_peak8714	0.6671861
BG4_G4Seq_HaCaT_GSE76688_peak8715	0.3601242
BG4_G4Seq_HaCaT_GSE76688_peak8716	0.031127274
BG4_G4Seq_HaCaT_GSE76688_peak8717	0.6309806
BG4_G4Seq_HaCaT_GSE76688_peak8718	0.925299
BG4_G4Seq_HaCaT_GSE76688_peak8719	0.07101912
BG4_G4Seq_HaCaT_GSE76688_peak8720	0.5589792
BG4_G4Seq_HaCaT_GSE76688_peak8721	0.17750204
BG4_G4Seq_HaCaT_GSE76688_peak8722	0.71049154
BG4_G4Seq_HaCaT_GSE76688_peak8723	0.6651992
BG4_G4Seq_HaCaT_GSE76688_peak8724	0.62423295
BG4_G4Seq_HaCaT_GSE76688_peak8725	0.9239838
BG4_G4Seq_HaCaT_GSE76688_peak8726	0.2937258
BG4_G4Seq_HaCaT_GSE76688_peak8727	0.83397573
BG4_G4Seq_HaCaT_GSE76688_peak8728	0.32714942
BG4_G4Seq_HaCaT_GSE76688_peak8729	0.6067188
BG4_G4Seq_HaCaT_GSE76688_peak8730	0.028885141
BG4_G4Seq_HaCaT_GSE76688_peak8731	0.66544926
BG4_G4Seq_HaCaT_GSE76688_peak8732	0.100390285
BG4_G4Seq_HaCaT_GSE76688_peak8733	0.10857046
BG4_G4Seq_HaCaT_GSE76688_peak8734	0.2986
BG4_G4Seq_HaCaT_GSE76688_peak8735	0.99174994
BG4_G4Seq_HaCaT_GSE76688_peak8736	0.9920008
BG4_G4Seq_HaCaT_GSE76688_peak8737	0.93360907
BG4_G4Seq_HaCaT_GSE76688_peak8738	0.9993742
BG4_G4Seq_HaCaT_GSE76688_peak8739	0.93749577
BG4_G4Seq_HaCaT_GSE76688_peak8740	0.44803172
BG4_G4Seq_HaCaT_GSE76688_peak8741	0.7631534
BG4_G4Seq_HaCaT_GSE76688_peak8742	0.98616797
BG4_G4Seq_HaCaT_GSE76688_peak8743	0.63865364
BG4_G4Seq_HaCaT_GSE76688_peak8744	0.99995947
BG4_G4Seq_HaCaT_GSE76688_peak8745	0.7645792
BG4_G4Seq_HaCaT_GSE76688_peak8746	0.9734135
BG4_G4Seq_HaCaT_GSE76688_peak8747	0.7109448
BG4_G4Seq_HaCaT_GSE76688_peak8748	0.96160907
BG4_G4Seq_HaCaT_GSE76688_peak8749	0.5637153
BG4_G4Seq_HaCaT_GSE76688_peak8750	0.97288316
BG4_G4Seq_HaCaT_GSE76688_peak8751	0.94354665
BG4_G4Seq_HaCaT_GSE76688_peak8752	0.034109678
BG4_G4Seq_HaCaT_GSE76688_peak8753	0.020796584
BG4_G4Seq_HaCaT_GSE76688_peak8754	0.8712839
BG4_G4Seq_HaCaT_GSE76688_peak8755	0.9347313
BG4_G4Seq_HaCaT_GSE76688_peak8756	0.90248764
BG4_G4Seq_HaCaT_GSE76688_peak8757	0.88434964
BG4_G4Seq_HaCaT_GSE76688_peak8758	0.9086693
BG4_G4Seq_HaCaT_GSE76688_peak8759	0.3166121
BG4_G4Seq_HaCaT_GSE76688_peak8760	0.49841166
BG4_G4Seq_HaCaT_GSE76688_peak8761	0.8045808
BG4_G4Seq_HaCaT_GSE76688_peak8762	0.0067704306
BG4_G4Seq_HaCaT_GSE76688_peak8763	0.6968936
BG4_G4Seq_HaCaT_GSE76688_peak8764	0.74184734
BG4_G4Seq_HaCaT_GSE76688_peak8765	0.08266865
BG4_G4Seq_HaCaT_GSE76688_peak8766	0.09758557
BG4_G4Seq_HaCaT_GSE76688_peak8767	0.9246151
BG4_G4Seq_HaCaT_GSE76688_peak8768	0.93197155
BG4_G4Seq_HaCaT_GSE76688_peak8769	0.83913
BG4_G4Seq_HaCaT_GSE76688_peak8770	0.1761389
BG4_G4Seq_HaCaT_GSE76688_peak8771	0.8198835
BG4_G4Seq_HaCaT_GSE76688_peak8772	0.057606224
BG4_G4Seq_HaCaT_GSE76688_peak8773	0.93823445
BG4_G4Seq_HaCaT_GSE76688_peak8774	0.024875855
BG4_G4Seq_HaCaT_GSE76688_peak8775	0.93463117
BG4_G4Seq_HaCaT_GSE76688_peak8776	0.8136985
BG4_G4Seq_HaCaT_GSE76688_peak8777	0.96231085
BG4_G4Seq_HaCaT_GSE76688_peak8778	0.8914178
BG4_G4Seq_HaCaT_GSE76688_peak8779	0.09730635
BG4_G4Seq_HaCaT_GSE76688_peak8780	0.01402024
BG4_G4Seq_HaCaT_GSE76688_peak8781	0.28093332
BG4_G4Seq_HaCaT_GSE76688_peak8782	0.9537063
BG4_G4Seq_HaCaT_GSE76688_peak8783	0.43235862
BG4_G4Seq_HaCaT_GSE76688_peak8784	0.4747497
BG4_G4Seq_HaCaT_GSE76688_peak8785	0.9776699
BG4_G4Seq_HaCaT_GSE76688_peak8786	0.055678125
BG4_G4Seq_HaCaT_GSE76688_peak8787	0.68510246
BG4_G4Seq_HaCaT_GSE76688_peak8788	0.49097735
BG4_G4Seq_HaCaT_GSE76688_peak8789	0.6168611
BG4_G4Seq_HaCaT_GSE76688_peak8790	0.03390071
BG4_G4Seq_HaCaT_GSE76688_peak8791	0.83952856
BG4_G4Seq_HaCaT_GSE76688_peak8792	0.23315321
BG4_G4Seq_HaCaT_GSE76688_peak8793	0.047858596
BG4_G4Seq_HaCaT_GSE76688_peak8794	0.4400741
BG4_G4Seq_HaCaT_GSE76688_peak8795	0.59329796
BG4_G4Seq_HaCaT_GSE76688_peak8796	0.02559668
BG4_G4Seq_HaCaT_GSE76688_peak8797	0.06593759
BG4_G4Seq_HaCaT_GSE76688_peak8798	0.052789085
BG4_G4Seq_HaCaT_GSE76688_peak8799	0.68608
BG4_G4Seq_HaCaT_GSE76688_peak8800	0.1007213
BG4_G4Seq_HaCaT_GSE76688_peak8801	0.3350302
BG4_G4Seq_HaCaT_GSE76688_peak8802	0.029925302
BG4_G4Seq_HaCaT_GSE76688_peak8803	0.22690804
BG4_G4Seq_HaCaT_GSE76688_peak8804	0.43137473
BG4_G4Seq_HaCaT_GSE76688_peak8805	0.8920796
BG4_G4Seq_HaCaT_GSE76688_peak8806	0.48482922
BG4_G4Seq_HaCaT_GSE76688_peak8807	0.09003957
BG4_G4Seq_HaCaT_GSE76688_peak8808	0.106717885
BG4_G4Seq_HaCaT_GSE76688_peak8809	0.95540947
BG4_G4Seq_HaCaT_GSE76688_peak8810	0.39810926
BG4_G4Seq_HaCaT_GSE76688_peak8811	0.6997571
BG4_G4Seq_HaCaT_GSE76688_peak8812	0.9108774
BG4_G4Seq_HaCaT_GSE76688_peak8813	0.71073544
BG4_G4Seq_HaCaT_GSE76688_peak8814	0.321626
BG4_G4Seq_HaCaT_GSE76688_peak8815	0.46589473
BG4_G4Seq_HaCaT_GSE76688_peak8816	0.5403323
BG4_G4Seq_HaCaT_GSE76688_peak8817	0.0031957761
BG4_G4Seq_HaCaT_GSE76688_peak8818	0.9983962
BG4_G4Seq_HaCaT_GSE76688_peak8819	0.19706754
BG4_G4Seq_HaCaT_GSE76688_peak8820	0.89957994
BG4_G4Seq_HaCaT_GSE76688_peak8821	0.80891913
BG4_G4Seq_HaCaT_GSE76688_peak8822	0.1785166
BG4_G4Seq_HaCaT_GSE76688_peak8823	0.22972065
BG4_G4Seq_HaCaT_GSE76688_peak8824	0.45480534
BG4_G4Seq_HaCaT_GSE76688_peak8825	0.4209864
BG4_G4Seq_HaCaT_GSE76688_peak8826	0.48303244
BG4_G4Seq_HaCaT_GSE76688_peak8827	0.084581524
BG4_G4Seq_HaCaT_GSE76688_peak8828	0.9890892
BG4_G4Seq_HaCaT_GSE76688_peak8829	0.55382013
BG4_G4Seq_HaCaT_GSE76688_peak8830	0.43503687
BG4_G4Seq_HaCaT_GSE76688_peak8831	0.915904
BG4_G4Seq_HaCaT_GSE76688_peak8832	0.060912512
BG4_G4Seq_HaCaT_GSE76688_peak8833	0.17246807
BG4_G4Seq_HaCaT_GSE76688_peak8834	0.053971626
BG4_G4Seq_HaCaT_GSE76688_peak8835	0.0111366445
BG4_G4Seq_HaCaT_GSE76688_peak8836	0.3760145
BG4_G4Seq_HaCaT_GSE76688_peak8837	0.9809647
BG4_G4Seq_HaCaT_GSE76688_peak8838	0.0036813887
BG4_G4Seq_HaCaT_GSE76688_peak8839	0.94337535
BG4_G4Seq_HaCaT_GSE76688_peak8840	0.92393255
BG4_G4Seq_HaCaT_GSE76688_peak8841	0.00048244398
BG4_G4Seq_HaCaT_GSE76688_peak8842	0.9297543
BG4_G4Seq_HaCaT_GSE76688_peak8843	0.9469225
BG4_G4Seq_HaCaT_GSE76688_peak8844	0.8371638
BG4_G4Seq_HaCaT_GSE76688_peak8845	0.41913143
BG4_G4Seq_HaCaT_GSE76688_peak8846	0.7337727
BG4_G4Seq_HaCaT_GSE76688_peak8847	0.9126075
BG4_G4Seq_HaCaT_GSE76688_peak8848	0.18636519
BG4_G4Seq_HaCaT_GSE76688_peak8849	0.09267182
BG4_G4Seq_HaCaT_GSE76688_peak8850	0.8117029
BG4_G4Seq_HaCaT_GSE76688_peak8851	0.6869506
BG4_G4Seq_HaCaT_GSE76688_peak8852	0.9150847
BG4_G4Seq_HaCaT_GSE76688_peak8853	0.8955939
BG4_G4Seq_HaCaT_GSE76688_peak8854	0.058264676
BG4_G4Seq_HaCaT_GSE76688_peak8855	0.61011684
BG4_G4Seq_HaCaT_GSE76688_peak8856	0.03204152
BG4_G4Seq_HaCaT_GSE76688_peak8857	0.008559687
BG4_G4Seq_HaCaT_GSE76688_peak8858	0.009348746
BG4_G4Seq_HaCaT_GSE76688_peak8859	0.38588446
BG4_G4Seq_HaCaT_GSE76688_peak8860	0.8788431
BG4_G4Seq_HaCaT_GSE76688_peak8861	0.8146547
BG4_G4Seq_HaCaT_GSE76688_peak8862	0.2513175
BG4_G4Seq_HaCaT_GSE76688_peak8863	0.08776944
BG4_G4Seq_HaCaT_GSE76688_peak8864	0.39893928
BG4_G4Seq_HaCaT_GSE76688_peak8865	0.95692396
BG4_G4Seq_HaCaT_GSE76688_peak8866	0.95888305
BG4_G4Seq_HaCaT_GSE76688_peak8867	0.062818676
BG4_G4Seq_HaCaT_GSE76688_peak8868	0.42938915
BG4_G4Seq_HaCaT_GSE76688_peak8869	0.86386234
BG4_G4Seq_HaCaT_GSE76688_peak8870	0.570324
BG4_G4Seq_HaCaT_GSE76688_peak8871	0.93463385
BG4_G4Seq_HaCaT_GSE76688_peak8872	0.10203242
BG4_G4Seq_HaCaT_GSE76688_peak8873	0.9585632
BG4_G4Seq_HaCaT_GSE76688_peak8874	0.81371677
BG4_G4Seq_HaCaT_GSE76688_peak8875	0.842431
BG4_G4Seq_HaCaT_GSE76688_peak8876	0.72386456
BG4_G4Seq_HaCaT_GSE76688_peak8877	0.7668007
BG4_G4Seq_HaCaT_GSE76688_peak8878	0.3691538
BG4_G4Seq_HaCaT_GSE76688_peak8879	0.9629572
BG4_G4Seq_HaCaT_GSE76688_peak8880	0.96300495
BG4_G4Seq_HaCaT_GSE76688_peak8881	0.23453747
BG4_G4Seq_HaCaT_GSE76688_peak8882	0.1232711
BG4_G4Seq_HaCaT_GSE76688_peak8883	0.95677596
BG4_G4Seq_HaCaT_GSE76688_peak8884	0.9907652
BG4_G4Seq_HaCaT_GSE76688_peak8885	0.8126047
BG4_G4Seq_HaCaT_GSE76688_peak8886	0.3880178
BG4_G4Seq_HaCaT_GSE76688_peak8887	0.71647227
BG4_G4Seq_HaCaT_GSE76688_peak8888	0.022005383
BG4_G4Seq_HaCaT_GSE76688_peak8889	0.43813485
BG4_G4Seq_HaCaT_GSE76688_peak8890	0.8303055
BG4_G4Seq_HaCaT_GSE76688_peak8891	0.5605599
BG4_G4Seq_HaCaT_GSE76688_peak8892	0.5873093
BG4_G4Seq_HaCaT_GSE76688_peak8893	0.92049176
BG4_G4Seq_HaCaT_GSE76688_peak8894	0.9762296
BG4_G4Seq_HaCaT_GSE76688_peak8895	0.9993517
BG4_G4Seq_HaCaT_GSE76688_peak8896	0.98012376
BG4_G4Seq_HaCaT_GSE76688_peak8897	0.5455832
BG4_G4Seq_HaCaT_GSE76688_peak8898	0.11547493
BG4_G4Seq_HaCaT_GSE76688_peak8899	0.8731881
BG4_G4Seq_HaCaT_GSE76688_peak8900	0.97020805
BG4_G4Seq_HaCaT_GSE76688_peak8901	0.99968314
BG4_G4Seq_HaCaT_GSE76688_peak8902	0.8319858
BG4_G4Seq_HaCaT_GSE76688_peak8903	0.7285575
BG4_G4Seq_HaCaT_GSE76688_peak8904	0.99598336
BG4_G4Seq_HaCaT_GSE76688_peak8905	0.17231868
BG4_G4Seq_HaCaT_GSE76688_peak8906	0.74404705
BG4_G4Seq_HaCaT_GSE76688_peak8907	0.9999013
BG4_G4Seq_HaCaT_GSE76688_peak8908	0.6842373
BG4_G4Seq_HaCaT_GSE76688_peak8909	0.74321467
BG4_G4Seq_HaCaT_GSE76688_peak8910	0.8602997
BG4_G4Seq_HaCaT_GSE76688_peak8911	0.011201082
BG4_G4Seq_HaCaT_GSE76688_peak8912	0.79939115
BG4_G4Seq_HaCaT_GSE76688_peak8913	0.98221254
BG4_G4Seq_HaCaT_GSE76688_peak8914	0.6712899
BG4_G4Seq_HaCaT_GSE76688_peak8915	0.82913053
BG4_G4Seq_HaCaT_GSE76688_peak8916	0.93943363
BG4_G4Seq_HaCaT_GSE76688_peak8917	0.95904976
BG4_G4Seq_HaCaT_GSE76688_peak8918	0.7702531
BG4_G4Seq_HaCaT_GSE76688_peak8919	0.83699673
BG4_G4Seq_HaCaT_GSE76688_peak8920	0.9989826
BG4_G4Seq_HaCaT_GSE76688_peak8921	0.972499
BG4_G4Seq_HaCaT_GSE76688_peak8922	0.955886
BG4_G4Seq_HaCaT_GSE76688_peak8923	0.79519975
BG4_G4Seq_HaCaT_GSE76688_peak8924	0.9131442
BG4_G4Seq_HaCaT_GSE76688_peak8925	0.09398618
BG4_G4Seq_HaCaT_GSE76688_peak8926	0.59586585
BG4_G4Seq_HaCaT_GSE76688_peak8927	0.79743516
BG4_G4Seq_HaCaT_GSE76688_peak8928	0.89614606
BG4_G4Seq_HaCaT_GSE76688_peak8929	0.87664616
BG4_G4Seq_HaCaT_GSE76688_peak8930	0.8977704
BG4_G4Seq_HaCaT_GSE76688_peak8931	0.96332675
BG4_G4Seq_HaCaT_GSE76688_peak8932	0.6539678
BG4_G4Seq_HaCaT_GSE76688_peak8933	0.28701574
BG4_G4Seq_HaCaT_GSE76688_peak8934	0.21116553
BG4_G4Seq_HaCaT_GSE76688_peak8935	0.5664376
BG4_G4Seq_HaCaT_GSE76688_peak8936	0.8059202
BG4_G4Seq_HaCaT_GSE76688_peak8937	0.2702102
BG4_G4Seq_HaCaT_GSE76688_peak8938	0.97466767
BG4_G4Seq_HaCaT_GSE76688_peak8939	0.9484307
BG4_G4Seq_HaCaT_GSE76688_peak8940	0.38944283
BG4_G4Seq_HaCaT_GSE76688_peak8941	0.94609916
BG4_G4Seq_HaCaT_GSE76688_peak8942	0.46363425
BG4_G4Seq_HaCaT_GSE76688_peak8943	0.8293035
BG4_G4Seq_HaCaT_GSE76688_peak8944	0.65468067
BG4_G4Seq_HaCaT_GSE76688_peak8945	0.9522865
BG4_G4Seq_HaCaT_GSE76688_peak8946	0.97811115
BG4_G4Seq_HaCaT_GSE76688_peak8947	0.8502271
BG4_G4Seq_HaCaT_GSE76688_peak8948	0.8363488
BG4_G4Seq_HaCaT_GSE76688_peak8949	0.7263844
BG4_G4Seq_HaCaT_GSE76688_peak8950	0.91378254
BG4_G4Seq_HaCaT_GSE76688_peak8951	0.7220835
BG4_G4Seq_HaCaT_GSE76688_peak8952	0.8433047
BG4_G4Seq_HaCaT_GSE76688_peak8953	0.9919326
BG4_G4Seq_HaCaT_GSE76688_peak8954	0.5114372
BG4_G4Seq_HaCaT_GSE76688_peak8955	0.94814277
BG4_G4Seq_HaCaT_GSE76688_peak8956	0.5601862
BG4_G4Seq_HaCaT_GSE76688_peak8957	0.15120092
