Sequence ID	Score
BG4_G4Seq_HaCaT_GSE76688_peak4708	0.27786908
BG4_G4Seq_HaCaT_GSE76688_peak4709	0.050212678
BG4_G4Seq_HaCaT_GSE76688_peak4710	0.9814979
BG4_G4Seq_HaCaT_GSE76688_peak4711	0.98295754
BG4_G4Seq_HaCaT_GSE76688_peak4712	0.89671594
BG4_G4Seq_HaCaT_GSE76688_peak4713	0.57639915
BG4_G4Seq_HaCaT_GSE76688_peak4714	0.1611161
BG4_G4Seq_HaCaT_GSE76688_peak4715	0.035799596
BG4_G4Seq_HaCaT_GSE76688_peak4716	0.009190997
BG4_G4Seq_HaCaT_GSE76688_peak4717	0.043976683
BG4_G4Seq_HaCaT_GSE76688_peak4718	0.050166823
BG4_G4Seq_HaCaT_GSE76688_peak4719	0.13428493
BG4_G4Seq_HaCaT_GSE76688_peak4720	0.036512557
BG4_G4Seq_HaCaT_GSE76688_peak4721	0.0017343863
BG4_G4Seq_HaCaT_GSE76688_peak4722	0.1528054
BG4_G4Seq_HaCaT_GSE76688_peak4723	0.64814633
BG4_G4Seq_HaCaT_GSE76688_peak4724	0.07861404
BG4_G4Seq_HaCaT_GSE76688_peak4725	0.14644574
BG4_G4Seq_HaCaT_GSE76688_peak4726	0.07367954
BG4_G4Seq_HaCaT_GSE76688_peak4727	0.02271157
BG4_G4Seq_HaCaT_GSE76688_peak4728	0.08215964
BG4_G4Seq_HaCaT_GSE76688_peak4729	0.10217264
BG4_G4Seq_HaCaT_GSE76688_peak4730	0.57983714
BG4_G4Seq_HaCaT_GSE76688_peak4731	0.9896548
BG4_G4Seq_HaCaT_GSE76688_peak4732	0.9978132
BG4_G4Seq_HaCaT_GSE76688_peak4733	0.83680695
BG4_G4Seq_HaCaT_GSE76688_peak4734	0.13695414
BG4_G4Seq_HaCaT_GSE76688_peak4735	0.08305423
BG4_G4Seq_HaCaT_GSE76688_peak4736	0.7298286
BG4_G4Seq_HaCaT_GSE76688_peak4737	0.033948142
BG4_G4Seq_HaCaT_GSE76688_peak4738	0.10691424
BG4_G4Seq_HaCaT_GSE76688_peak4739	0.9677692
BG4_G4Seq_HaCaT_GSE76688_peak4740	0.077039525
BG4_G4Seq_HaCaT_GSE76688_peak4741	0.17907885
BG4_G4Seq_HaCaT_GSE76688_peak4742	0.8606921
BG4_G4Seq_HaCaT_GSE76688_peak4743	0.0708925
BG4_G4Seq_HaCaT_GSE76688_peak4744	0.52961683
BG4_G4Seq_HaCaT_GSE76688_peak4745	0.020953322
BG4_G4Seq_HaCaT_GSE76688_peak4746	0.033492845
BG4_G4Seq_HaCaT_GSE76688_peak4747	0.09273635
BG4_G4Seq_HaCaT_GSE76688_peak4748	0.51910233
BG4_G4Seq_HaCaT_GSE76688_peak4749	0.042703502
BG4_G4Seq_HaCaT_GSE76688_peak4750	0.119467385
BG4_G4Seq_HaCaT_GSE76688_peak4751	0.07514917
BG4_G4Seq_HaCaT_GSE76688_peak4752	0.6576698
BG4_G4Seq_HaCaT_GSE76688_peak4753	0.99460405
BG4_G4Seq_HaCaT_GSE76688_peak4754	0.92141354
BG4_G4Seq_HaCaT_GSE76688_peak4755	0.8763814
BG4_G4Seq_HaCaT_GSE76688_peak4756	0.76323485
BG4_G4Seq_HaCaT_GSE76688_peak4757	0.9826245
BG4_G4Seq_HaCaT_GSE76688_peak4758	0.1158679
BG4_G4Seq_HaCaT_GSE76688_peak4759	0.899083
BG4_G4Seq_HaCaT_GSE76688_peak4760	0.33079267
BG4_G4Seq_HaCaT_GSE76688_peak4761	0.986764
BG4_G4Seq_HaCaT_GSE76688_peak4762	0.7444605
BG4_G4Seq_HaCaT_GSE76688_peak4763	0.04190553
BG4_G4Seq_HaCaT_GSE76688_peak4764	0.8907193
BG4_G4Seq_HaCaT_GSE76688_peak4765	0.93366027
BG4_G4Seq_HaCaT_GSE76688_peak4766	0.08930541
BG4_G4Seq_HaCaT_GSE76688_peak4767	0.7932313
BG4_G4Seq_HaCaT_GSE76688_peak4768	0.886876
BG4_G4Seq_HaCaT_GSE76688_peak4769	0.028904505
BG4_G4Seq_HaCaT_GSE76688_peak4770	0.57151634
BG4_G4Seq_HaCaT_GSE76688_peak4771	0.96689266
BG4_G4Seq_HaCaT_GSE76688_peak4772	0.09887893
BG4_G4Seq_HaCaT_GSE76688_peak4773	0.7734978
BG4_G4Seq_HaCaT_GSE76688_peak4774	0.7053207
BG4_G4Seq_HaCaT_GSE76688_peak4775	0.8454809
BG4_G4Seq_HaCaT_GSE76688_peak4776	0.3159675
BG4_G4Seq_HaCaT_GSE76688_peak4777	0.0020318734
BG4_G4Seq_HaCaT_GSE76688_peak4778	0.7358101
BG4_G4Seq_HaCaT_GSE76688_peak4779	0.4780631
BG4_G4Seq_HaCaT_GSE76688_peak4780	0.43375176
BG4_G4Seq_HaCaT_GSE76688_peak4781	0.087776065
BG4_G4Seq_HaCaT_GSE76688_peak4782	0.020331474
BG4_G4Seq_HaCaT_GSE76688_peak4783	0.36846033
BG4_G4Seq_HaCaT_GSE76688_peak4784	0.069162875
BG4_G4Seq_HaCaT_GSE76688_peak4785	0.06312893
BG4_G4Seq_HaCaT_GSE76688_peak4786	0.0013344041
BG4_G4Seq_HaCaT_GSE76688_peak4787	0.059059184
BG4_G4Seq_HaCaT_GSE76688_peak4788	0.13579845
BG4_G4Seq_HaCaT_GSE76688_peak4789	0.3155521
BG4_G4Seq_HaCaT_GSE76688_peak4790	0.86277616
BG4_G4Seq_HaCaT_GSE76688_peak4791	0.9223688
BG4_G4Seq_HaCaT_GSE76688_peak4792	0.8103658
BG4_G4Seq_HaCaT_GSE76688_peak4793	0.17652702
BG4_G4Seq_HaCaT_GSE76688_peak4794	0.33381605
BG4_G4Seq_HaCaT_GSE76688_peak4795	0.84569
BG4_G4Seq_HaCaT_GSE76688_peak4796	0.12131124
BG4_G4Seq_HaCaT_GSE76688_peak4797	0.6852404
BG4_G4Seq_HaCaT_GSE76688_peak4798	0.6418026
BG4_G4Seq_HaCaT_GSE76688_peak4799	0.7318305
BG4_G4Seq_HaCaT_GSE76688_peak4800	0.6763247
BG4_G4Seq_HaCaT_GSE76688_peak4801	0.06637736
BG4_G4Seq_HaCaT_GSE76688_peak4802	0.0045862035
BG4_G4Seq_HaCaT_GSE76688_peak4803	0.386995
BG4_G4Seq_HaCaT_GSE76688_peak4804	0.6778368
BG4_G4Seq_HaCaT_GSE76688_peak4805	0.9402747
BG4_G4Seq_HaCaT_GSE76688_peak4806	0.6707846
BG4_G4Seq_HaCaT_GSE76688_peak4807	0.2598565
BG4_G4Seq_HaCaT_GSE76688_peak4808	0.22162198
BG4_G4Seq_HaCaT_GSE76688_peak4809	0.89751476
BG4_G4Seq_HaCaT_GSE76688_peak4810	0.822027
BG4_G4Seq_HaCaT_GSE76688_peak4811	0.80755913
BG4_G4Seq_HaCaT_GSE76688_peak4812	0.48596776
BG4_G4Seq_HaCaT_GSE76688_peak4813	0.10808316
BG4_G4Seq_HaCaT_GSE76688_peak4814	0.69262135
BG4_G4Seq_HaCaT_GSE76688_peak4815	0.16660477
BG4_G4Seq_HaCaT_GSE76688_peak4816	0.06449379
BG4_G4Seq_HaCaT_GSE76688_peak4817	0.39148134
BG4_G4Seq_HaCaT_GSE76688_peak4818	0.017169233
BG4_G4Seq_HaCaT_GSE76688_peak4819	0.009170117
BG4_G4Seq_HaCaT_GSE76688_peak4820	0.7594526
BG4_G4Seq_HaCaT_GSE76688_peak4821	0.9072407
BG4_G4Seq_HaCaT_GSE76688_peak4822	0.7467064
BG4_G4Seq_HaCaT_GSE76688_peak4823	0.546335
BG4_G4Seq_HaCaT_GSE76688_peak4824	0.6618092
BG4_G4Seq_HaCaT_GSE76688_peak4825	0.9657038
BG4_G4Seq_HaCaT_GSE76688_peak4826	0.8274925
BG4_G4Seq_HaCaT_GSE76688_peak4827	0.52436674
BG4_G4Seq_HaCaT_GSE76688_peak4828	0.7627196
BG4_G4Seq_HaCaT_GSE76688_peak4829	0.62074155
BG4_G4Seq_HaCaT_GSE76688_peak4830	0.6064702
BG4_G4Seq_HaCaT_GSE76688_peak4831	0.8641603
BG4_G4Seq_HaCaT_GSE76688_peak4832	0.393986
BG4_G4Seq_HaCaT_GSE76688_peak4833	0.91669166
BG4_G4Seq_HaCaT_GSE76688_peak4834	0.87669885
BG4_G4Seq_HaCaT_GSE76688_peak4835	0.895437
BG4_G4Seq_HaCaT_GSE76688_peak4836	0.037297744
BG4_G4Seq_HaCaT_GSE76688_peak4837	0.88558084
BG4_G4Seq_HaCaT_GSE76688_peak4838	0.8101935
BG4_G4Seq_HaCaT_GSE76688_peak4839	0.50251853
BG4_G4Seq_HaCaT_GSE76688_peak4840	0.27388608
BG4_G4Seq_HaCaT_GSE76688_peak4841	0.020339364
BG4_G4Seq_HaCaT_GSE76688_peak4842	0.11729301
BG4_G4Seq_HaCaT_GSE76688_peak4843	0.79538625
BG4_G4Seq_HaCaT_GSE76688_peak4844	0.60580057
BG4_G4Seq_HaCaT_GSE76688_peak4845	0.13386978
BG4_G4Seq_HaCaT_GSE76688_peak4846	0.09504635
BG4_G4Seq_HaCaT_GSE76688_peak4847	0.049623404
BG4_G4Seq_HaCaT_GSE76688_peak4848	0.10106683
BG4_G4Seq_HaCaT_GSE76688_peak4849	0.03756402
BG4_G4Seq_HaCaT_GSE76688_peak4850	0.8529282
BG4_G4Seq_HaCaT_GSE76688_peak4851	0.44549376
BG4_G4Seq_HaCaT_GSE76688_peak4852	0.0244506
BG4_G4Seq_HaCaT_GSE76688_peak4853	0.053820718
BG4_G4Seq_HaCaT_GSE76688_peak4854	0.1918861
BG4_G4Seq_HaCaT_GSE76688_peak4855	0.051864818
BG4_G4Seq_HaCaT_GSE76688_peak4856	0.0052926433
BG4_G4Seq_HaCaT_GSE76688_peak4857	0.0070232656
BG4_G4Seq_HaCaT_GSE76688_peak4858	0.08384139
BG4_G4Seq_HaCaT_GSE76688_peak4859	0.33489504
BG4_G4Seq_HaCaT_GSE76688_peak4860	0.031289443
BG4_G4Seq_HaCaT_GSE76688_peak4861	0.7688933
BG4_G4Seq_HaCaT_GSE76688_peak4862	0.043472953
BG4_G4Seq_HaCaT_GSE76688_peak4863	0.83265215
BG4_G4Seq_HaCaT_GSE76688_peak4864	0.96061105
BG4_G4Seq_HaCaT_GSE76688_peak4865	0.4423739
BG4_G4Seq_HaCaT_GSE76688_peak4866	0.4556522
BG4_G4Seq_HaCaT_GSE76688_peak4867	0.0779673
BG4_G4Seq_HaCaT_GSE76688_peak4868	0.94938517
BG4_G4Seq_HaCaT_GSE76688_peak4869	0.5753007
BG4_G4Seq_HaCaT_GSE76688_peak4870	0.5972691
BG4_G4Seq_HaCaT_GSE76688_peak4871	0.69248873
BG4_G4Seq_HaCaT_GSE76688_peak4872	0.73809063
BG4_G4Seq_HaCaT_GSE76688_peak4873	0.66619736
BG4_G4Seq_HaCaT_GSE76688_peak4874	0.007968694
BG4_G4Seq_HaCaT_GSE76688_peak4875	0.036865473
BG4_G4Seq_HaCaT_GSE76688_peak4876	0.42206544
BG4_G4Seq_HaCaT_GSE76688_peak4877	0.98470545
BG4_G4Seq_HaCaT_GSE76688_peak4878	0.31016394
BG4_G4Seq_HaCaT_GSE76688_peak4879	0.39990458
BG4_G4Seq_HaCaT_GSE76688_peak4880	0.99218667
BG4_G4Seq_HaCaT_GSE76688_peak4881	0.9723636
BG4_G4Seq_HaCaT_GSE76688_peak4882	0.50583124
BG4_G4Seq_HaCaT_GSE76688_peak4883	0.84947836
BG4_G4Seq_HaCaT_GSE76688_peak4884	0.037188288
BG4_G4Seq_HaCaT_GSE76688_peak4885	0.98538345
BG4_G4Seq_HaCaT_GSE76688_peak4886	0.44944304
BG4_G4Seq_HaCaT_GSE76688_peak4887	0.39206925
BG4_G4Seq_HaCaT_GSE76688_peak4888	0.36745155
BG4_G4Seq_HaCaT_GSE76688_peak4889	0.6559313
BG4_G4Seq_HaCaT_GSE76688_peak4890	0.9678417
BG4_G4Seq_HaCaT_GSE76688_peak4891	0.07757582
BG4_G4Seq_HaCaT_GSE76688_peak4892	0.122200914
BG4_G4Seq_HaCaT_GSE76688_peak4893	0.14820237
BG4_G4Seq_HaCaT_GSE76688_peak4894	0.26699784
BG4_G4Seq_HaCaT_GSE76688_peak4895	0.7976734
BG4_G4Seq_HaCaT_GSE76688_peak4896	0.07583913
BG4_G4Seq_HaCaT_GSE76688_peak4897	0.7847105
BG4_G4Seq_HaCaT_GSE76688_peak4898	0.0061385143
BG4_G4Seq_HaCaT_GSE76688_peak4899	0.9684086
BG4_G4Seq_HaCaT_GSE76688_peak4900	0.7285889
BG4_G4Seq_HaCaT_GSE76688_peak4901	0.88038707
BG4_G4Seq_HaCaT_GSE76688_peak4902	0.16540787
BG4_G4Seq_HaCaT_GSE76688_peak4903	0.1738081
BG4_G4Seq_HaCaT_GSE76688_peak4904	0.9242817
BG4_G4Seq_HaCaT_GSE76688_peak4905	0.9922706
BG4_G4Seq_HaCaT_GSE76688_peak4906	0.6216537
BG4_G4Seq_HaCaT_GSE76688_peak4907	0.48540488
BG4_G4Seq_HaCaT_GSE76688_peak4908	0.23216562
BG4_G4Seq_HaCaT_GSE76688_peak4909	0.50509644
BG4_G4Seq_HaCaT_GSE76688_peak4910	0.92430687
BG4_G4Seq_HaCaT_GSE76688_peak4911	0.19905208
BG4_G4Seq_HaCaT_GSE76688_peak4912	0.29022855
BG4_G4Seq_HaCaT_GSE76688_peak4913	0.44456208
BG4_G4Seq_HaCaT_GSE76688_peak4914	0.93633044
BG4_G4Seq_HaCaT_GSE76688_peak4915	0.82109445
BG4_G4Seq_HaCaT_GSE76688_peak4916	0.60736865
BG4_G4Seq_HaCaT_GSE76688_peak4917	0.17632039
BG4_G4Seq_HaCaT_GSE76688_peak4918	0.6079318
BG4_G4Seq_HaCaT_GSE76688_peak4919	0.41166157
BG4_G4Seq_HaCaT_GSE76688_peak4920	0.22958037
BG4_G4Seq_HaCaT_GSE76688_peak4921	0.7832928
BG4_G4Seq_HaCaT_GSE76688_peak4922	0.12682347
BG4_G4Seq_HaCaT_GSE76688_peak4923	0.00492484
BG4_G4Seq_HaCaT_GSE76688_peak4924	0.02382072
BG4_G4Seq_HaCaT_GSE76688_peak4925	0.54896945
BG4_G4Seq_HaCaT_GSE76688_peak4926	0.6161505
BG4_G4Seq_HaCaT_GSE76688_peak4927	0.024844605
BG4_G4Seq_HaCaT_GSE76688_peak4928	0.020539172
BG4_G4Seq_HaCaT_GSE76688_peak4929	0.8942661
BG4_G4Seq_HaCaT_GSE76688_peak4930	0.9483044
BG4_G4Seq_HaCaT_GSE76688_peak4931	0.5864851
BG4_G4Seq_HaCaT_GSE76688_peak4932	0.71198565
BG4_G4Seq_HaCaT_GSE76688_peak4933	0.27600116
BG4_G4Seq_HaCaT_GSE76688_peak4934	0.18172407
BG4_G4Seq_HaCaT_GSE76688_peak4935	0.4738132
BG4_G4Seq_HaCaT_GSE76688_peak4936	0.94402945
BG4_G4Seq_HaCaT_GSE76688_peak4937	0.88719827
BG4_G4Seq_HaCaT_GSE76688_peak4938	0.95939857
BG4_G4Seq_HaCaT_GSE76688_peak4939	0.567671
BG4_G4Seq_HaCaT_GSE76688_peak4940	0.99497694
BG4_G4Seq_HaCaT_GSE76688_peak4941	0.016282668
BG4_G4Seq_HaCaT_GSE76688_peak4942	0.32591996
BG4_G4Seq_HaCaT_GSE76688_peak4943	0.9263924
BG4_G4Seq_HaCaT_GSE76688_peak4944	0.98107225
BG4_G4Seq_HaCaT_GSE76688_peak4945	0.52088463
BG4_G4Seq_HaCaT_GSE76688_peak4946	0.9065056
BG4_G4Seq_HaCaT_GSE76688_peak4947	0.39827222
BG4_G4Seq_HaCaT_GSE76688_peak4948	0.02851283
BG4_G4Seq_HaCaT_GSE76688_peak4949	0.7394606
BG4_G4Seq_HaCaT_GSE76688_peak4950	0.5983698
BG4_G4Seq_HaCaT_GSE76688_peak4951	0.3171659
BG4_G4Seq_HaCaT_GSE76688_peak4952	0.036065158
BG4_G4Seq_HaCaT_GSE76688_peak4953	0.96819365
BG4_G4Seq_HaCaT_GSE76688_peak4954	0.66675985
BG4_G4Seq_HaCaT_GSE76688_peak4955	0.33428037
BG4_G4Seq_HaCaT_GSE76688_peak4956	0.13946743
BG4_G4Seq_HaCaT_GSE76688_peak4957	0.8819328
BG4_G4Seq_HaCaT_GSE76688_peak4958	0.27884018
BG4_G4Seq_HaCaT_GSE76688_peak4959	0.89422935
BG4_G4Seq_HaCaT_GSE76688_peak4960	0.70953965
BG4_G4Seq_HaCaT_GSE76688_peak4961	0.0018658014
BG4_G4Seq_HaCaT_GSE76688_peak4962	0.6201743
BG4_G4Seq_HaCaT_GSE76688_peak4963	0.28647536
BG4_G4Seq_HaCaT_GSE76688_peak4964	0.87727356
BG4_G4Seq_HaCaT_GSE76688_peak4965	0.59416366
BG4_G4Seq_HaCaT_GSE76688_peak4966	0.72699785
BG4_G4Seq_HaCaT_GSE76688_peak4967	0.6907594
BG4_G4Seq_HaCaT_GSE76688_peak4968	0.040723573
BG4_G4Seq_HaCaT_GSE76688_peak4969	0.069686435
BG4_G4Seq_HaCaT_GSE76688_peak4970	0.8618571
BG4_G4Seq_HaCaT_GSE76688_peak4971	0.051057007
BG4_G4Seq_HaCaT_GSE76688_peak4972	0.13128817
BG4_G4Seq_HaCaT_GSE76688_peak4973	0.2770309
BG4_G4Seq_HaCaT_GSE76688_peak4974	0.13699012
BG4_G4Seq_HaCaT_GSE76688_peak4975	0.88488173
BG4_G4Seq_HaCaT_GSE76688_peak4976	0.08253091
BG4_G4Seq_HaCaT_GSE76688_peak4977	0.019272996
BG4_G4Seq_HaCaT_GSE76688_peak4978	0.37853628
BG4_G4Seq_HaCaT_GSE76688_peak4979	0.067272365
BG4_G4Seq_HaCaT_GSE76688_peak4980	0.00050451484
BG4_G4Seq_HaCaT_GSE76688_peak4981	0.6698455
BG4_G4Seq_HaCaT_GSE76688_peak4982	0.11587401
BG4_G4Seq_HaCaT_GSE76688_peak4983	0.8177203
BG4_G4Seq_HaCaT_GSE76688_peak4984	0.07915821
BG4_G4Seq_HaCaT_GSE76688_peak4985	0.93069744
BG4_G4Seq_HaCaT_GSE76688_peak4986	0.0020240028
BG4_G4Seq_HaCaT_GSE76688_peak4987	0.8867963
BG4_G4Seq_HaCaT_GSE76688_peak4988	0.8783265
BG4_G4Seq_HaCaT_GSE76688_peak4989	0.43977243
BG4_G4Seq_HaCaT_GSE76688_peak4990	0.99688977
BG4_G4Seq_HaCaT_GSE76688_peak4991	0.0014006197
BG4_G4Seq_HaCaT_GSE76688_peak4992	0.19795963
BG4_G4Seq_HaCaT_GSE76688_peak4993	0.0033630133
BG4_G4Seq_HaCaT_GSE76688_peak4994	0.031908598
BG4_G4Seq_HaCaT_GSE76688_peak4995	0.25623006
BG4_G4Seq_HaCaT_GSE76688_peak4996	0.725757
BG4_G4Seq_HaCaT_GSE76688_peak4997	0.77820015
BG4_G4Seq_HaCaT_GSE76688_peak4998	0.002301761
BG4_G4Seq_HaCaT_GSE76688_peak4999	0.78303635
BG4_G4Seq_HaCaT_GSE76688_peak5000	0.0176696
BG4_G4Seq_HaCaT_GSE76688_peak5001	0.7451444
BG4_G4Seq_HaCaT_GSE76688_peak5002	0.035513505
BG4_G4Seq_HaCaT_GSE76688_peak5003	0.10494938
BG4_G4Seq_HaCaT_GSE76688_peak5004	0.03431336
BG4_G4Seq_HaCaT_GSE76688_peak5005	0.15716438
BG4_G4Seq_HaCaT_GSE76688_peak5006	0.90412915
BG4_G4Seq_HaCaT_GSE76688_peak5007	0.99422246
BG4_G4Seq_HaCaT_GSE76688_peak5008	0.99971837
BG4_G4Seq_HaCaT_GSE76688_peak5009	0.8792293
BG4_G4Seq_HaCaT_GSE76688_peak5010	0.0034313498
BG4_G4Seq_HaCaT_GSE76688_peak5011	0.48913658
BG4_G4Seq_HaCaT_GSE76688_peak5012	0.7764935
BG4_G4Seq_HaCaT_GSE76688_peak5013	0.018908866
BG4_G4Seq_HaCaT_GSE76688_peak5014	0.7388118
BG4_G4Seq_HaCaT_GSE76688_peak5015	0.02290518
BG4_G4Seq_HaCaT_GSE76688_peak5016	0.03206878
BG4_G4Seq_HaCaT_GSE76688_peak5017	0.9680962
BG4_G4Seq_HaCaT_GSE76688_peak5018	0.7607852
BG4_G4Seq_HaCaT_GSE76688_peak5019	0.52544695
BG4_G4Seq_HaCaT_GSE76688_peak5020	0.9887848
BG4_G4Seq_HaCaT_GSE76688_peak5021	0.0072912304
BG4_G4Seq_HaCaT_GSE76688_peak5022	0.75459945
BG4_G4Seq_HaCaT_GSE76688_peak5023	0.02425315
BG4_G4Seq_HaCaT_GSE76688_peak5024	0.00032548798
BG4_G4Seq_HaCaT_GSE76688_peak5025	0.06779322
BG4_G4Seq_HaCaT_GSE76688_peak5026	0.41221577
BG4_G4Seq_HaCaT_GSE76688_peak5027	0.96399784
BG4_G4Seq_HaCaT_GSE76688_peak5028	0.015378765
BG4_G4Seq_HaCaT_GSE76688_peak5029	0.88298243
BG4_G4Seq_HaCaT_GSE76688_peak5030	0.03916798
BG4_G4Seq_HaCaT_GSE76688_peak5031	0.7217144
BG4_G4Seq_HaCaT_GSE76688_peak5032	0.64119756
BG4_G4Seq_HaCaT_GSE76688_peak5033	0.47482666
BG4_G4Seq_HaCaT_GSE76688_peak5034	0.98393875
BG4_G4Seq_HaCaT_GSE76688_peak5035	0.53428775
BG4_G4Seq_HaCaT_GSE76688_peak5036	0.023996219
BG4_G4Seq_HaCaT_GSE76688_peak5037	0.46559393
BG4_G4Seq_HaCaT_GSE76688_peak5038	0.05920664
BG4_G4Seq_HaCaT_GSE76688_peak5039	0.1928313
BG4_G4Seq_HaCaT_GSE76688_peak5040	0.009051115
BG4_G4Seq_HaCaT_GSE76688_peak5041	0.010636121
BG4_G4Seq_HaCaT_GSE76688_peak5042	0.4844252
BG4_G4Seq_HaCaT_GSE76688_peak5043	0.89643323
BG4_G4Seq_HaCaT_GSE76688_peak5044	0.18663968
BG4_G4Seq_HaCaT_GSE76688_peak5045	0.66232175
BG4_G4Seq_HaCaT_GSE76688_peak5046	0.013395582
BG4_G4Seq_HaCaT_GSE76688_peak5047	0.00034161712
BG4_G4Seq_HaCaT_GSE76688_peak5048	0.82947683
BG4_G4Seq_HaCaT_GSE76688_peak5049	0.032718103
BG4_G4Seq_HaCaT_GSE76688_peak5050	0.08516471
BG4_G4Seq_HaCaT_GSE76688_peak5051	0.023721209
BG4_G4Seq_HaCaT_GSE76688_peak5052	0.0001903086
BG4_G4Seq_HaCaT_GSE76688_peak5053	0.15768537
BG4_G4Seq_HaCaT_GSE76688_peak5054	0.79349965
BG4_G4Seq_HaCaT_GSE76688_peak5055	0.36965516
BG4_G4Seq_HaCaT_GSE76688_peak5056	0.9393163
BG4_G4Seq_HaCaT_GSE76688_peak5057	0.6977604
BG4_G4Seq_HaCaT_GSE76688_peak5058	0.55319023
BG4_G4Seq_HaCaT_GSE76688_peak5059	0.547736
BG4_G4Seq_HaCaT_GSE76688_peak5060	0.90097666
BG4_G4Seq_HaCaT_GSE76688_peak5061	0.919256
BG4_G4Seq_HaCaT_GSE76688_peak5062	0.84554064
BG4_G4Seq_HaCaT_GSE76688_peak5063	0.9857525
BG4_G4Seq_HaCaT_GSE76688_peak5064	0.5633563
BG4_G4Seq_HaCaT_GSE76688_peak5065	0.013234019
BG4_G4Seq_HaCaT_GSE76688_peak5066	0.5801316
BG4_G4Seq_HaCaT_GSE76688_peak5067	0.44510096
BG4_G4Seq_HaCaT_GSE76688_peak5068	0.8273637
BG4_G4Seq_HaCaT_GSE76688_peak5069	0.9464029
BG4_G4Seq_HaCaT_GSE76688_peak5070	0.9637206
BG4_G4Seq_HaCaT_GSE76688_peak5071	0.83844256
BG4_G4Seq_HaCaT_GSE76688_peak5072	0.660814
BG4_G4Seq_HaCaT_GSE76688_peak5073	0.20219047
BG4_G4Seq_HaCaT_GSE76688_peak5074	0.6604755
BG4_G4Seq_HaCaT_GSE76688_peak5075	0.5594713
BG4_G4Seq_HaCaT_GSE76688_peak5076	0.8441253
BG4_G4Seq_HaCaT_GSE76688_peak5077	0.41986084
BG4_G4Seq_HaCaT_GSE76688_peak5078	0.9981111
BG4_G4Seq_HaCaT_GSE76688_peak5079	0.97060287
BG4_G4Seq_HaCaT_GSE76688_peak5080	0.3391388
BG4_G4Seq_HaCaT_GSE76688_peak5081	0.7270507
BG4_G4Seq_HaCaT_GSE76688_peak5082	0.14233202
BG4_G4Seq_HaCaT_GSE76688_peak5083	0.7418092
BG4_G4Seq_HaCaT_GSE76688_peak5084	0.00717572
BG4_G4Seq_HaCaT_GSE76688_peak5085	0.6186172
BG4_G4Seq_HaCaT_GSE76688_peak5086	0.99808866
BG4_G4Seq_HaCaT_GSE76688_peak5087	0.12068311
BG4_G4Seq_HaCaT_GSE76688_peak5088	0.05494181
BG4_G4Seq_HaCaT_GSE76688_peak5089	0.17858747
BG4_G4Seq_HaCaT_GSE76688_peak5090	0.5300826
BG4_G4Seq_HaCaT_GSE76688_peak5091	0.33854634
BG4_G4Seq_HaCaT_GSE76688_peak5092	0.076734304
BG4_G4Seq_HaCaT_GSE76688_peak5093	0.069250375
BG4_G4Seq_HaCaT_GSE76688_peak5094	0.7187914
BG4_G4Seq_HaCaT_GSE76688_peak5095	0.21288498
BG4_G4Seq_HaCaT_GSE76688_peak5096	0.5080277
BG4_G4Seq_HaCaT_GSE76688_peak5097	0.104923606
BG4_G4Seq_HaCaT_GSE76688_peak5098	0.13017528
BG4_G4Seq_HaCaT_GSE76688_peak5099	0.031098412
BG4_G4Seq_HaCaT_GSE76688_peak5100	0.8450004
BG4_G4Seq_HaCaT_GSE76688_peak5101	0.70680386
BG4_G4Seq_HaCaT_GSE76688_peak5102	0.63539
BG4_G4Seq_HaCaT_GSE76688_peak5103	0.0013718682
BG4_G4Seq_HaCaT_GSE76688_peak5104	0.85307986
BG4_G4Seq_HaCaT_GSE76688_peak5105	0.16125463
BG4_G4Seq_HaCaT_GSE76688_peak5106	0.56755114
BG4_G4Seq_HaCaT_GSE76688_peak5107	0.8569959
BG4_G4Seq_HaCaT_GSE76688_peak5108	0.7486831
BG4_G4Seq_HaCaT_GSE76688_peak5109	0.42197898
BG4_G4Seq_HaCaT_GSE76688_peak5110	0.1864084
BG4_G4Seq_HaCaT_GSE76688_peak5111	0.10188769
BG4_G4Seq_HaCaT_GSE76688_peak5112	0.62973857
BG4_G4Seq_HaCaT_GSE76688_peak5113	0.53857976
BG4_G4Seq_HaCaT_GSE76688_peak5114	0.11193791
BG4_G4Seq_HaCaT_GSE76688_peak5115	0.012199544
BG4_G4Seq_HaCaT_GSE76688_peak5116	0.0008458364
BG4_G4Seq_HaCaT_GSE76688_peak5117	0.9855429
BG4_G4Seq_HaCaT_GSE76688_peak5118	0.75404304
BG4_G4Seq_HaCaT_GSE76688_peak5119	0.70454574
BG4_G4Seq_HaCaT_GSE76688_peak5120	0.40630764
BG4_G4Seq_HaCaT_GSE76688_peak5121	0.9317622
BG4_G4Seq_HaCaT_GSE76688_peak5122	0.06014226
BG4_G4Seq_HaCaT_GSE76688_peak5123	0.06363683
BG4_G4Seq_HaCaT_GSE76688_peak5124	0.0011874157
BG4_G4Seq_HaCaT_GSE76688_peak5125	0.7205209
BG4_G4Seq_HaCaT_GSE76688_peak5126	0.43106237
BG4_G4Seq_HaCaT_GSE76688_peak5127	0.36279252
BG4_G4Seq_HaCaT_GSE76688_peak5128	0.88142145
BG4_G4Seq_HaCaT_GSE76688_peak5129	0.026546352
BG4_G4Seq_HaCaT_GSE76688_peak5130	0.005487953
